SPECIES_ID,SPECIES_NAME,WEIGHT_PERCENT
2011,C-8 Compounds,0.0174625173444495
39,"1,2-dimethyl-4-ethylbenzene (or 2-Methyl-p-ethyltoluene || 4-Ethyl-o-xylene || 4-Ethyl-1,2-dimethylbenzene || 3,4-Dimethyl-1-ethylbenzene)",0.0174625173444495
122,"2,2-dimethylbutane",0.0155624890093226
362,Cis-1-ethyl-2-methylcyclopentane (or (Z)-1-Ethyl-2-methylcyclopentane),0.0155624890093226
551,Methylcyclopentane,0.00813693383929274
126,"2,2-dimethylpentane",0.00813693383929274
3400,"ROCP4ALK, Linear Hydrocarbons, C* = 1e4 ug m-3",0.00769435747
3401,"ROCP5ALK, Linear Hydrocarbons, C* = 1e5 ug m-3",0.00699883397699999
3399,"ROCP3ALK, Linear Hydrocarbons, C* = 1e3 ug m-3",0.005902087885
3338,"ROCP6ARO, Single-Ring Aromatics, C* = 1e6 ug m-3",5.44675479499999e-06
